scope,train_dataset,test_dataset,embedding,clf,subsample_id,matched_gene_count,gene_hash,auroc,auprc
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,18,937/848,9b4c6299ecad-893fb32c2958,0.5929632540038916,0.20709365213640207
coverage_matched_native,mESC500,hESC500,difference_v3,lr,19,937/848,9b4c6299ecad-893fb32c2958,0.5709165067831435,0.19896937668721593
coverage_matched_native,mESC500,hESC500,difference_v3,mlp,19,937/848,9b4c6299ecad-893fb32c2958,0.5960590412431455,0.21356831861265718
coverage_matched_native,mESC500,hESC500,baseline,lr,0,937/848,9b4c6299ecad-893fb32c2958,0.5840944809568519,0.1780591162167781
coverage_matched_native,mESC500,hESC500,baseline,mlp,0,937/848,9b4c6299ecad-893fb32c2958,0.5836184022533372,0.20449524116440504
coverage_matched_native,mESC500,hESC500,baseline,lr,1,937/848,9b4c6299ecad-893fb32c2958,0.5804188608128886,0.17549512296043865
coverage_matched_native,mESC500,hESC500,baseline,mlp,1,937/848,9b4c6299ecad-893fb32c2958,0.6055835068239648,0.2149097861679721
coverage_matched_native,mESC500,hESC500,baseline,lr,2,937/848,9b4c6299ecad-893fb32c2958,0.5741731980786763,0.1721877709491573
coverage_matched_native,mESC500,hESC500,baseline,mlp,2,937/848,9b4c6299ecad-893fb32c2958,0.609732059027636,0.20316125726163353
coverage_matched_native,mESC500,hESC500,baseline,lr,3,937/848,9b4c6299ecad-893fb32c2958,0.5787751221237974,0.17464407204367935
coverage_matched_native,mESC500,hESC500,baseline,mlp,3,937/848,9b4c6299ecad-893fb32c2958,0.5932490032793131,0.19603075115006874
coverage_matched_native,mESC500,hESC500,baseline,lr,4,937/848,9b4c6299ecad-893fb32c2958,0.5758295233429944,0.17319645718047785
coverage_matched_native,mESC500,hESC500,baseline,mlp,4,937/848,9b4c6299ecad-893fb32c2958,0.5885373719230926,0.20932834133504774
