train_dataset,test_dataset,protocol,embedding,clf,seed,n_common_genes,n_train_edges,n_test_edges,auroc,auprc
mHSC-GM,mDC,coverage_matched,minus,lr,0,2012,1133,147,0.551493,0.610792
mHSC-GM,mDC,coverage_matched,minus,lr,1,2012,1133,147,0.545336,0.639430
mHSC-GM,mDC,coverage_matched,minus,lr,2,2012,1133,147,0.552425,0.591141
mHSC-GM,mDC,coverage_matched,minus,lr,3,2012,1133,147,0.518657,0.642907
mHSC-GM,mDC,coverage_matched,minus,lr,4,2012,1133,147,0.514366,0.616122
mHSC-GM,mDC,coverage_matched,minus,mlp,0,2012,1133,147,0.493470,0.582181
mHSC-GM,mDC,coverage_matched,minus,mlp,1,2012,1133,147,0.476306,0.579946
mHSC-GM,mDC,coverage_matched,minus,mlp,2,2012,1133,147,0.483955,0.568661
mHSC-GM,mDC,coverage_matched,minus,mlp,3,2012,1133,147,0.508022,0.591411
mHSC-GM,mDC,coverage_matched,minus,mlp,4,2012,1133,147,0.494963,0.556441
mHSC-GM,mDC,coverage_matched,baseline,lr,0,2012,1205,90,0.696833,0.727781
mHSC-GM,mDC,coverage_matched,baseline,lr,1,2012,1205,90,0.593263,0.680717
mHSC-GM,mDC,coverage_matched,baseline,lr,2,2012,1205,90,0.751131,0.792945
mHSC-GM,mDC,coverage_matched,baseline,lr,3,2012,1205,90,0.588738,0.628133
mHSC-GM,mDC,coverage_matched,baseline,lr,4,2012,1205,90,0.717446,0.734358
mHSC-GM,mDC,coverage_matched,baseline,mlp,0,2012,1205,90,0.626445,0.663488
mHSC-GM,mDC,coverage_matched,baseline,mlp,1,2012,1205,90,0.708396,0.747990
mHSC-GM,mDC,coverage_matched,baseline,mlp,2,2012,1205,90,0.583710,0.675110
mHSC-GM,mDC,coverage_matched,baseline,mlp,3,2012,1205,90,0.652589,0.715240
mHSC-GM,mDC,coverage_matched,baseline,mlp,4,2012,1205,90,0.720965,0.746266
mHSC-GM,mDC,coverage_matched,scGPT_human,lr,0,2012,1011,107,0.447939,0.449186
mHSC-GM,mDC,coverage_matched,scGPT_human,lr,1,2012,1011,107,0.527254,0.507377
mHSC-GM,mDC,coverage_matched,scGPT_human,lr,2,2012,1011,107,0.442697,0.446695
mHSC-GM,mDC,coverage_matched,scGPT_human,lr,3,2012,1011,107,0.391335,0.422692
mHSC-GM,mDC,coverage_matched,scGPT_human,lr,4,2012,1011,107,0.368973,0.407835
mHSC-GM,mDC,coverage_matched,scGPT_human,mlp,0,2012,1011,107,0.664920,0.609294
mHSC-GM,mDC,coverage_matched,scGPT_human,mlp,1,2012,1011,107,0.601328,0.546620
mHSC-GM,mDC,coverage_matched,scGPT_human,mlp,2,2012,1011,107,0.500000,0.505216
mHSC-GM,mDC,coverage_matched,scGPT_human,mlp,3,2012,1011,107,0.462614,0.459667
mHSC-GM,mDC,coverage_matched,scGPT_human,mlp,4,2012,1011,107,0.562893,0.539103
mHSC-GM,mHSC-E,native,minus,lr,0,3895,4038,1053,0.714517,0.724792
mHSC-GM,mHSC-E,native,minus,lr,1,3895,4038,1053,0.779310,0.776795
mHSC-GM,mHSC-E,native,minus,lr,2,3895,4038,1053,0.736388,0.750149
mHSC-GM,mHSC-E,native,minus,lr,3,3895,4038,1053,0.739566,0.740576
mHSC-GM,mHSC-E,native,minus,lr,4,3895,4038,1053,0.739166,0.755181
mHSC-GM,mHSC-E,native,minus,mlp,0,3895,4038,1053,0.771229,0.763822
mHSC-GM,mHSC-E,native,minus,mlp,1,3895,4038,1053,0.799404,0.788572
mHSC-GM,mHSC-E,native,minus,mlp,2,3895,4038,1053,0.777824,0.765300
mHSC-GM,mHSC-E,native,minus,mlp,3,3895,4038,1053,0.776107,0.769723
mHSC-GM,mHSC-E,native,minus,mlp,4,3895,4038,1053,0.804104,0.794367
mHSC-GM,mHSC-E,native,baseline,lr,0,3895,4038,1053,0.780851,0.768464
mHSC-GM,mHSC-E,native,baseline,lr,1,3895,4038,1053,0.793666,0.783818
mHSC-GM,mHSC-E,native,baseline,lr,2,3895,4038,1053,0.800380,0.797011
mHSC-GM,mHSC-E,native,baseline,lr,3,3895,4038,1053,0.775544,0.758278
mHSC-GM,mHSC-E,native,baseline,lr,4,3895,4038,1053,0.784744,0.782260
mHSC-GM,mHSC-E,native,baseline,mlp,0,3895,4038,1053,0.799599,0.775880
mHSC-GM,mHSC-E,native,baseline,mlp,1,3895,4038,1053,0.831958,0.801995
mHSC-GM,mHSC-E,native,baseline,mlp,2,3895,4038,1053,0.800788,0.769228
mHSC-GM,mHSC-E,native,baseline,mlp,3,3895,4038,1053,0.797353,0.778340
mHSC-GM,mHSC-E,native,baseline,mlp,4,3895,4038,1053,0.814640,0.786600
mHSC-GM,mHSC-E,native,scGPT_human,lr,0,3895,4038,1053,0.798360,0.772886
mHSC-GM,mHSC-E,native,scGPT_human,lr,1,3895,4038,1053,0.810396,0.778574
mHSC-GM,mHSC-E,native,scGPT_human,lr,2,3895,4038,1053,0.809775,0.788575
mHSC-GM,mHSC-E,native,scGPT_human,lr,3,3895,4038,1053,0.821833,0.801966
mHSC-GM,mHSC-E,native,scGPT_human,lr,4,3895,4038,1053,0.812261,0.783912
mHSC-GM,mHSC-E,native,scGPT_human,mlp,0,3895,4038,1053,0.788749,0.737061
mHSC-GM,mHSC-E,native,scGPT_human,mlp,1,3895,4038,1053,0.802621,0.754107
mHSC-GM,mHSC-E,native,scGPT_human,mlp,2,3895,4038,1053,0.789899,0.748339
mHSC-GM,mHSC-E,native,scGPT_human,mlp,3,3895,4038,1053,0.804782,0.754640
mHSC-GM,mHSC-E,native,scGPT_human,mlp,4,3895,4038,1053,0.791411,0.743932
mHSC-GM,mHSC-E,strict,minus,lr,0,3895,4038,1053,0.714517,0.724792
mHSC-GM,mHSC-E,strict,minus,lr,1,3895,4038,1053,0.779310,0.776795
mHSC-GM,mHSC-E,strict,minus,lr,2,3895,4038,1053,0.736388,0.750149
mHSC-GM,mHSC-E,strict,minus,lr,3,3895,4038,1053,0.739566,0.740576
mHSC-GM,mHSC-E,strict,minus,lr,4,3895,4038,1053,0.739166,0.755181
mHSC-GM,mHSC-E,strict,minus,mlp,0,3895,4038,1053,0.771229,0.763822
mHSC-GM,mHSC-E,strict,minus,mlp,1,3895,4038,1053,0.799404,0.788572
mHSC-GM,mHSC-E,strict,minus,mlp,2,3895,4038,1053,0.777824,0.765300
mHSC-GM,mHSC-E,strict,minus,mlp,3,3895,4038,1053,0.776107,0.769723
mHSC-GM,mHSC-E,strict,minus,mlp,4,3895,4038,1053,0.804104,0.794367
mHSC-GM,mHSC-E,strict,baseline,lr,0,3895,4038,1053,0.780851,0.768464
mHSC-GM,mHSC-E,strict,baseline,lr,1,3895,4038,1053,0.793666,0.783818
mHSC-GM,mHSC-E,strict,baseline,lr,2,3895,4038,1053,0.800380,0.797011
mHSC-GM,mHSC-E,strict,baseline,lr,3,3895,4038,1053,0.775544,0.758278
mHSC-GM,mHSC-E,strict,baseline,lr,4,3895,4038,1053,0.784744,0.782260
mHSC-GM,mHSC-E,strict,baseline,mlp,0,3895,4038,1053,0.799599,0.775880
mHSC-GM,mHSC-E,strict,baseline,mlp,1,3895,4038,1053,0.831958,0.801995
mHSC-GM,mHSC-E,strict,baseline,mlp,2,3895,4038,1053,0.800788,0.769228
mHSC-GM,mHSC-E,strict,baseline,mlp,3,3895,4038,1053,0.797353,0.778340
mHSC-GM,mHSC-E,strict,baseline,mlp,4,3895,4038,1053,0.814640,0.786600
mHSC-GM,mHSC-E,strict,scGPT_human,lr,0,3895,4038,1053,0.798360,0.772886
mHSC-GM,mHSC-E,strict,scGPT_human,lr,1,3895,4038,1053,0.810396,0.778574
mHSC-GM,mHSC-E,strict,scGPT_human,lr,2,3895,4038,1053,0.809775,0.788575
mHSC-GM,mHSC-E,strict,scGPT_human,lr,3,3895,4038,1053,0.821833,0.801966
mHSC-GM,mHSC-E,strict,scGPT_human,lr,4,3895,4038,1053,0.812261,0.783912
mHSC-GM,mHSC-E,strict,scGPT_human,mlp,0,3895,4038,1053,0.788749,0.737061
mHSC-GM,mHSC-E,strict,scGPT_human,mlp,1,3895,4038,1053,0.802621,0.754107
mHSC-GM,mHSC-E,strict,scGPT_human,mlp,2,3895,4038,1053,0.789899,0.748339
mHSC-GM,mHSC-E,strict,scGPT_human,mlp,3,3895,4038,1053,0.804782,0.754640
mHSC-GM,mHSC-E,strict,scGPT_human,mlp,4,3895,4038,1053,0.791411,0.743932
mHSC-GM,mHSC-E,coverage_matched,minus,lr,0,3895,4038,1053,0.714517,0.724792
mHSC-GM,mHSC-E,coverage_matched,minus,lr,1,3895,4038,1053,0.779310,0.776795
mHSC-GM,mHSC-E,coverage_matched,minus,lr,2,3895,4038,1053,0.736388,0.750149
mHSC-GM,mHSC-E,coverage_matched,minus,lr,3,3895,4038,1053,0.739566,0.740576
mHSC-GM,mHSC-E,coverage_matched,minus,lr,4,3895,4038,1053,0.739166,0.755181
mHSC-GM,mHSC-E,coverage_matched,minus,mlp,0,3895,4038,1053,0.771229,0.763822
mHSC-GM,mHSC-E,coverage_matched,minus,mlp,1,3895,4038,1053,0.799404,0.788572
mHSC-GM,mHSC-E,coverage_matched,minus,mlp,2,3895,4038,1053,0.777824,0.765300
mHSC-GM,mHSC-E,coverage_matched,minus,mlp,3,3895,4038,1053,0.776107,0.769723
mHSC-GM,mHSC-E,coverage_matched,minus,mlp,4,3895,4038,1053,0.804104,0.794367
mHSC-GM,mHSC-E,coverage_matched,baseline,lr,0,3895,4038,1053,0.780851,0.768464
mHSC-GM,mHSC-E,coverage_matched,baseline,lr,1,3895,4038,1053,0.793666,0.783818
mHSC-GM,mHSC-E,coverage_matched,baseline,lr,2,3895,4038,1053,0.800380,0.797011
mHSC-GM,mHSC-E,coverage_matched,baseline,lr,3,3895,4038,1053,0.775544,0.758278
mHSC-GM,mHSC-E,coverage_matched,baseline,lr,4,3895,4038,1053,0.784744,0.782260
mHSC-GM,mHSC-E,coverage_matched,baseline,mlp,0,3895,4038,1053,0.799599,0.775880
mHSC-GM,mHSC-E,coverage_matched,baseline,mlp,1,3895,4038,1053,0.831958,0.801995
mHSC-GM,mHSC-E,coverage_matched,baseline,mlp,2,3895,4038,1053,0.800788,0.769228
mHSC-GM,mHSC-E,coverage_matched,baseline,mlp,3,3895,4038,1053,0.797353,0.778340
mHSC-GM,mHSC-E,coverage_matched,baseline,mlp,4,3895,4038,1053,0.814640,0.786600
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,lr,0,3895,4038,1053,0.798360,0.772886
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,lr,1,3895,4038,1053,0.810396,0.778574
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,lr,2,3895,4038,1053,0.809775,0.788575
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,lr,3,3895,4038,1053,0.821833,0.801966
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,lr,4,3895,4038,1053,0.812261,0.783912
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,mlp,0,3895,4038,1053,0.788749,0.737061
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,mlp,1,3895,4038,1053,0.802621,0.754107
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,mlp,2,3895,4038,1053,0.789899,0.748339
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,mlp,3,3895,4038,1053,0.804782,0.754640
mHSC-GM,mHSC-E,coverage_matched,scGPT_human,mlp,4,3895,4038,1053,0.791411,0.743932
mHSC-GM,mHSC-L,native,minus,lr,0,3895,4038,973,0.821660,0.828160
mHSC-GM,mHSC-L,native,minus,lr,1,3895,4038,973,0.825101,0.817169
mHSC-GM,mHSC-L,native,minus,lr,2,3895,4038,973,0.808228,0.802735
mHSC-GM,mHSC-L,native,minus,lr,3,3895,4038,973,0.819049,0.816489
mHSC-GM,mHSC-L,native,minus,lr,4,3895,4038,973,0.813535,0.811950
mHSC-GM,mHSC-L,native,minus,mlp,0,3895,4038,973,0.823535,0.823524
mHSC-GM,mHSC-L,native,minus,mlp,1,3895,4038,973,0.823798,0.825095
mHSC-GM,mHSC-L,native,minus,mlp,2,3895,4038,973,0.817746,0.815507
mHSC-GM,mHSC-L,native,minus,mlp,3,3895,4038,973,0.831760,0.828511
mHSC-GM,mHSC-L,native,minus,mlp,4,3895,4038,973,0.819619,0.819480
mHSC-GM,mHSC-L,native,baseline,lr,0,3895,4038,973,0.767298,0.769320
mHSC-GM,mHSC-L,native,baseline,lr,1,3895,4038,973,0.781995,0.787218
mHSC-GM,mHSC-L,native,baseline,lr,2,3895,4038,973,0.772668,0.774812
mHSC-GM,mHSC-L,native,baseline,lr,3,3895,4038,973,0.777044,0.779627
mHSC-GM,mHSC-L,native,baseline,lr,4,3895,4038,973,0.772410,0.765803
mHSC-GM,mHSC-L,native,baseline,mlp,0,3895,4038,973,0.800717,0.807662
mHSC-GM,mHSC-L,native,baseline,mlp,1,3895,4038,973,0.809944,0.815857
mHSC-GM,mHSC-L,native,baseline,mlp,2,3895,4038,973,0.798466,0.807136
mHSC-GM,mHSC-L,native,baseline,mlp,3,3895,4038,973,0.816527,0.820858
mHSC-GM,mHSC-L,native,baseline,mlp,4,3895,4038,973,0.810736,0.816534
mHSC-GM,mHSC-L,native,scGPT_human,lr,0,3895,4038,973,0.798182,0.813884
mHSC-GM,mHSC-L,native,scGPT_human,lr,1,3895,4038,973,0.797137,0.817398
mHSC-GM,mHSC-L,native,scGPT_human,lr,2,3895,4038,973,0.800031,0.815101
mHSC-GM,mHSC-L,native,scGPT_human,lr,3,3895,4038,973,0.806350,0.823123
mHSC-GM,mHSC-L,native,scGPT_human,lr,4,3895,4038,973,0.809337,0.825960
mHSC-GM,mHSC-L,native,scGPT_human,mlp,0,3895,4038,973,0.809312,0.831960
mHSC-GM,mHSC-L,native,scGPT_human,mlp,1,3895,4038,973,0.817479,0.840236
mHSC-GM,mHSC-L,native,scGPT_human,mlp,2,3895,4038,973,0.815287,0.834733
mHSC-GM,mHSC-L,native,scGPT_human,mlp,3,3895,4038,973,0.806726,0.832443
mHSC-GM,mHSC-L,native,scGPT_human,mlp,4,3895,4038,973,0.819765,0.840121
mHSC-GM,mHSC-L,strict,minus,lr,0,3895,4038,973,0.821660,0.828160
mHSC-GM,mHSC-L,strict,minus,lr,1,3895,4038,973,0.825101,0.817169
mHSC-GM,mHSC-L,strict,minus,lr,2,3895,4038,973,0.808228,0.802735
mHSC-GM,mHSC-L,strict,minus,lr,3,3895,4038,973,0.819049,0.816489
mHSC-GM,mHSC-L,strict,minus,lr,4,3895,4038,973,0.813535,0.811950
mHSC-GM,mHSC-L,strict,minus,mlp,0,3895,4038,973,0.823535,0.823524
mHSC-GM,mHSC-L,strict,minus,mlp,1,3895,4038,973,0.823798,0.825095
mHSC-GM,mHSC-L,strict,minus,mlp,2,3895,4038,973,0.817746,0.815507
mHSC-GM,mHSC-L,strict,minus,mlp,3,3895,4038,973,0.831760,0.828511
mHSC-GM,mHSC-L,strict,minus,mlp,4,3895,4038,973,0.819619,0.819480
mHSC-GM,mHSC-L,strict,baseline,lr,0,3895,4038,973,0.767298,0.769320
mHSC-GM,mHSC-L,strict,baseline,lr,1,3895,4038,973,0.781995,0.787218
mHSC-GM,mHSC-L,strict,baseline,lr,2,3895,4038,973,0.772668,0.774812
mHSC-GM,mHSC-L,strict,baseline,lr,3,3895,4038,973,0.777044,0.779627
mHSC-GM,mHSC-L,strict,baseline,lr,4,3895,4038,973,0.772410,0.765803
mHSC-GM,mHSC-L,strict,baseline,mlp,0,3895,4038,973,0.800717,0.807662
mHSC-GM,mHSC-L,strict,baseline,mlp,1,3895,4038,973,0.809944,0.815857
mHSC-GM,mHSC-L,strict,baseline,mlp,2,3895,4038,973,0.798466,0.807136
mHSC-GM,mHSC-L,strict,baseline,mlp,3,3895,4038,973,0.816527,0.820858
mHSC-GM,mHSC-L,strict,baseline,mlp,4,3895,4038,973,0.810736,0.816534
mHSC-GM,mHSC-L,strict,scGPT_human,lr,0,3895,4038,973,0.798182,0.813884
mHSC-GM,mHSC-L,strict,scGPT_human,lr,1,3895,4038,973,0.797137,0.817398
mHSC-GM,mHSC-L,strict,scGPT_human,lr,2,3895,4038,973,0.800031,0.815101
mHSC-GM,mHSC-L,strict,scGPT_human,lr,3,3895,4038,973,0.806350,0.823123
mHSC-GM,mHSC-L,strict,scGPT_human,lr,4,3895,4038,973,0.809337,0.825960
mHSC-GM,mHSC-L,strict,scGPT_human,mlp,0,3895,4038,973,0.809312,0.831960
mHSC-GM,mHSC-L,strict,scGPT_human,mlp,1,3895,4038,973,0.817479,0.840236
mHSC-GM,mHSC-L,strict,scGPT_human,mlp,2,3895,4038,973,0.815287,0.834733
mHSC-GM,mHSC-L,strict,scGPT_human,mlp,3,3895,4038,973,0.806726,0.832443
mHSC-GM,mHSC-L,strict,scGPT_human,mlp,4,3895,4038,973,0.819765,0.840121
mHSC-GM,mHSC-L,coverage_matched,minus,lr,0,3895,4038,973,0.821660,0.828160
mHSC-GM,mHSC-L,coverage_matched,minus,lr,1,3895,4038,973,0.825101,0.817169
mHSC-GM,mHSC-L,coverage_matched,minus,lr,2,3895,4038,973,0.808228,0.802735
mHSC-GM,mHSC-L,coverage_matched,minus,lr,3,3895,4038,973,0.819049,0.816489
mHSC-GM,mHSC-L,coverage_matched,minus,lr,4,3895,4038,973,0.813535,0.811950
mHSC-GM,mHSC-L,coverage_matched,minus,mlp,0,3895,4038,973,0.823535,0.823524
mHSC-GM,mHSC-L,coverage_matched,minus,mlp,1,3895,4038,973,0.823798,0.825095
mHSC-GM,mHSC-L,coverage_matched,minus,mlp,2,3895,4038,973,0.817746,0.815507
mHSC-GM,mHSC-L,coverage_matched,minus,mlp,3,3895,4038,973,0.831760,0.828511
mHSC-GM,mHSC-L,coverage_matched,minus,mlp,4,3895,4038,973,0.819619,0.819480
mHSC-GM,mHSC-L,coverage_matched,baseline,lr,0,3895,4038,973,0.767298,0.769320
mHSC-GM,mHSC-L,coverage_matched,baseline,lr,1,3895,4038,973,0.781995,0.787218
mHSC-GM,mHSC-L,coverage_matched,baseline,lr,2,3895,4038,973,0.772668,0.774812
mHSC-GM,mHSC-L,coverage_matched,baseline,lr,3,3895,4038,973,0.777044,0.779627
mHSC-GM,mHSC-L,coverage_matched,baseline,lr,4,3895,4038,973,0.772410,0.765803
mHSC-GM,mHSC-L,coverage_matched,baseline,mlp,0,3895,4038,973,0.800717,0.807662
mHSC-GM,mHSC-L,coverage_matched,baseline,mlp,1,3895,4038,973,0.809944,0.815857
mHSC-GM,mHSC-L,coverage_matched,baseline,mlp,2,3895,4038,973,0.798466,0.807136
mHSC-GM,mHSC-L,coverage_matched,baseline,mlp,3,3895,4038,973,0.816527,0.820858
mHSC-GM,mHSC-L,coverage_matched,baseline,mlp,4,3895,4038,973,0.810736,0.816534
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,lr,0,3895,4038,973,0.798182,0.813884
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,lr,1,3895,4038,973,0.797137,0.817398
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,lr,2,3895,4038,973,0.800031,0.815101
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,lr,3,3895,4038,973,0.806350,0.823123
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,lr,4,3895,4038,973,0.809337,0.825960
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,mlp,0,3895,4038,973,0.809312,0.831960
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,mlp,1,3895,4038,973,0.817479,0.840236
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,mlp,2,3895,4038,973,0.815287,0.834733
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,mlp,3,3895,4038,973,0.806726,0.832443
mHSC-GM,mHSC-L,coverage_matched,scGPT_human,mlp,4,3895,4038,973,0.819765,0.840121
mHSC-L,hESC,native,minus,lr,0,3895,3915,1001,0.597310,0.568579
mHSC-L,hESC,native,minus,lr,1,3895,3915,1001,0.603622,0.583976
mHSC-L,hESC,native,minus,lr,2,3895,3915,1001,0.585645,0.541692
mHSC-L,hESC,native,minus,lr,3,3895,3915,1001,0.653492,0.602093
mHSC-L,hESC,native,minus,lr,4,3895,3915,1001,0.623020,0.587956
mHSC-L,hESC,native,minus,mlp,0,3895,3915,1001,0.692951,0.659832
mHSC-L,hESC,native,minus,mlp,1,3895,3915,1001,0.698161,0.695872
mHSC-L,hESC,native,minus,mlp,2,3895,3915,1001,0.682446,0.664108
mHSC-L,hESC,native,minus,mlp,3,3895,3915,1001,0.714162,0.690927
mHSC-L,hESC,native,minus,mlp,4,3895,3915,1001,0.691542,0.661928
mHSC-L,hESC,native,baseline,lr,0,3895,3915,1001,0.636014,0.648227
mHSC-L,hESC,native,baseline,lr,1,3895,3915,1001,0.656558,0.673141
mHSC-L,hESC,native,baseline,lr,2,3895,3915,1001,0.626677,0.643855
mHSC-L,hESC,native,baseline,lr,3,3895,3915,1001,0.717723,0.728087
mHSC-L,hESC,native,baseline,lr,4,3895,3915,1001,0.644131,0.650262
mHSC-L,hESC,native,baseline,mlp,0,3895,3915,1001,0.766891,0.765511
mHSC-L,hESC,native,baseline,mlp,1,3895,3915,1001,0.755920,0.761064
mHSC-L,hESC,native,baseline,mlp,2,3895,3915,1001,0.772073,0.773588
mHSC-L,hESC,native,baseline,mlp,3,3895,3915,1001,0.732716,0.741586
mHSC-L,hESC,native,baseline,mlp,4,3895,3915,1001,0.774448,0.776052
mHSC-L,hESC,native,scGPT_human,lr,0,3895,3915,1001,0.674719,0.678180
mHSC-L,hESC,native,scGPT_human,lr,1,3895,3915,1001,0.657025,0.662559
mHSC-L,hESC,native,scGPT_human,lr,2,3895,3915,1001,0.658818,0.638476
mHSC-L,hESC,native,scGPT_human,lr,3,3895,3915,1001,0.643296,0.652450
mHSC-L,hESC,native,scGPT_human,lr,4,3895,3915,1001,0.656606,0.639461
mHSC-L,hESC,native,scGPT_human,mlp,0,3895,3915,1001,0.752811,0.754009
mHSC-L,hESC,native,scGPT_human,mlp,1,3895,3915,1001,0.715384,0.729207
mHSC-L,hESC,native,scGPT_human,mlp,2,3895,3915,1001,0.751689,0.754340
mHSC-L,hESC,native,scGPT_human,mlp,3,3895,3915,1001,0.738850,0.719250
mHSC-L,hESC,native,scGPT_human,mlp,4,3895,3915,1001,0.758695,0.765870
mHSC-L,hESC,strict,minus,lr,0,2795,2105,96,0.619629,0.471784
mHSC-L,hESC,strict,minus,lr,1,2795,2105,96,0.647461,0.526248
mHSC-L,hESC,strict,minus,lr,2,2795,2105,96,0.659668,0.511575
mHSC-L,hESC,strict,minus,lr,3,2795,2105,96,0.588379,0.411640
mHSC-L,hESC,strict,minus,lr,4,2795,2105,96,0.573730,0.407441
mHSC-L,hESC,strict,minus,mlp,0,2795,2105,96,0.638672,0.516771
mHSC-L,hESC,strict,minus,mlp,1,2795,2105,96,0.739746,0.563893
mHSC-L,hESC,strict,minus,mlp,2,2795,2105,96,0.672852,0.549086
mHSC-L,hESC,strict,minus,mlp,3,2795,2105,96,0.675781,0.505559
mHSC-L,hESC,strict,minus,mlp,4,2795,2105,96,0.678223,0.557404
mHSC-L,hESC,strict,baseline,lr,0,2795,2105,96,0.542969,0.359428
mHSC-L,hESC,strict,baseline,lr,1,2795,2105,96,0.528809,0.442628
mHSC-L,hESC,strict,baseline,lr,2,2795,2105,96,0.604492,0.481956
mHSC-L,hESC,strict,baseline,lr,3,2795,2105,96,0.587402,0.442407
mHSC-L,hESC,strict,baseline,lr,4,2795,2105,96,0.604980,0.483414
mHSC-L,hESC,strict,baseline,mlp,0,2795,2105,96,0.647949,0.547800
mHSC-L,hESC,strict,baseline,mlp,1,2795,2105,96,0.675293,0.506739
mHSC-L,hESC,strict,baseline,mlp,2,2795,2105,96,0.679688,0.570895
mHSC-L,hESC,strict,baseline,mlp,3,2795,2105,96,0.589355,0.452057
mHSC-L,hESC,strict,baseline,mlp,4,2795,2105,96,0.667969,0.514103
mHSC-L,hESC,strict,scGPT_human,lr,0,2795,2105,96,0.571777,0.510159
mHSC-L,hESC,strict,scGPT_human,lr,1,2795,2105,96,0.604492,0.532204
mHSC-L,hESC,strict,scGPT_human,lr,2,2795,2105,96,0.580078,0.559604
mHSC-L,hESC,strict,scGPT_human,lr,3,2795,2105,96,0.623047,0.534067
mHSC-L,hESC,strict,scGPT_human,lr,4,2795,2105,96,0.585449,0.481121
mHSC-L,hESC,strict,scGPT_human,mlp,0,2795,2105,96,0.648438,0.600326
mHSC-L,hESC,strict,scGPT_human,mlp,1,2795,2105,96,0.597656,0.543983
mHSC-L,hESC,strict,scGPT_human,mlp,2,2795,2105,96,0.577637,0.478263
mHSC-L,hESC,strict,scGPT_human,mlp,3,2795,2105,96,0.542480,0.506719
mHSC-L,hESC,strict,scGPT_human,mlp,4,2795,2105,96,0.562988,0.537458
mHSC-L,hESC,coverage_matched,minus,lr,0,2845,2015,50,0.541872,0.491121
mHSC-L,hESC,coverage_matched,minus,lr,1,2845,2015,50,0.484401,0.418061
mHSC-L,hESC,coverage_matched,minus,lr,2,2845,2015,50,0.553366,0.445243
mHSC-L,hESC,coverage_matched,minus,lr,3,2845,2015,50,0.543514,0.472964
mHSC-L,hESC,coverage_matched,minus,lr,4,2845,2015,50,0.530378,0.467193
mHSC-L,hESC,coverage_matched,minus,mlp,0,2845,2015,50,0.627258,0.511772
mHSC-L,hESC,coverage_matched,minus,mlp,1,2845,2015,50,0.668309,0.567710
mHSC-L,hESC,coverage_matched,minus,mlp,2,2845,2015,50,0.592775,0.515793
mHSC-L,hESC,coverage_matched,minus,mlp,3,2845,2015,50,0.610837,0.569561
mHSC-L,hESC,coverage_matched,minus,mlp,4,2845,2015,50,0.517241,0.461889
mHSC-L,hESC,coverage_matched,baseline,lr,0,2845,2265,51,0.675926,0.651533
mHSC-L,hESC,coverage_matched,baseline,lr,1,2845,2265,51,0.637346,0.615659
mHSC-L,hESC,coverage_matched,baseline,lr,2,2845,2265,51,0.595679,0.609182
mHSC-L,hESC,coverage_matched,baseline,lr,3,2845,2265,51,0.699074,0.681035
mHSC-L,hESC,coverage_matched,baseline,lr,4,2845,2265,51,0.660494,0.625167
mHSC-L,hESC,coverage_matched,baseline,mlp,0,2845,2265,51,0.674383,0.677016
mHSC-L,hESC,coverage_matched,baseline,mlp,1,2845,2265,51,0.692901,0.665583
mHSC-L,hESC,coverage_matched,baseline,mlp,2,2845,2265,51,0.717593,0.722050
mHSC-L,hESC,coverage_matched,baseline,mlp,3,2845,2265,51,0.682099,0.692237
mHSC-L,hESC,coverage_matched,baseline,mlp,4,2845,2265,51,0.669753,0.650647
mHSC-L,hESC,coverage_matched,scGPT_human,lr,0,2845,2053,51,0.457407,0.304971
mHSC-L,hESC,coverage_matched,scGPT_human,lr,1,2845,2053,51,0.520370,0.359039
mHSC-L,hESC,coverage_matched,scGPT_human,lr,2,2845,2053,51,0.585185,0.409155
mHSC-L,hESC,coverage_matched,scGPT_human,lr,3,2845,2053,51,0.496296,0.308940
mHSC-L,hESC,coverage_matched,scGPT_human,lr,4,2845,2053,51,0.555556,0.462805
mHSC-L,hESC,coverage_matched,scGPT_human,mlp,0,2845,2053,51,0.670370,0.518543
mHSC-L,hESC,coverage_matched,scGPT_human,mlp,1,2845,2053,51,0.674074,0.495216
mHSC-L,hESC,coverage_matched,scGPT_human,mlp,2,2845,2053,51,0.709259,0.512066
mHSC-L,hESC,coverage_matched,scGPT_human,mlp,3,2845,2053,51,0.685185,0.506869
mHSC-L,hESC,coverage_matched,scGPT_human,mlp,4,2845,2053,51,0.631481,0.411564
