train_dataset,test_dataset,direction,protocol,side,n_genes,canonical_over_raw_ratio,mean_degree,median_degree,mean_train_node_freq,median_train_node_freq,mean_test_node_freq,median_test_node_freq,tf_proxy_fraction,pos_edge_ratio,hub_fraction
hESC,mDC,hESC->mDC,topology_matched,test,4819,1.0,1.9533098153143806,0.0,1.5582070969080721,0.0,0.39510271840630834,0.0,0.03506951649719859,0.017760576803637934,1.0
hESC,mESC,hESC->mESC,native,train,13976,2065.5,0.9341728677733258,0.0,0.7471379507727532,0.0,0.1870349170005724,0.0,0.017744705208929592,0.006568360338248367,1.0
hESC,mESC,hESC->mESC,native,test,16749,2065.5,0.7795092244313093,0.0,0.6234402053853961,0.0,0.1560690190459132,0.0,0.014806854140545705,0.006134548912084501,1.0
hESC,mESC,hESC->mESC,strict,train,8262,2065.5,0.9345194868070685,0.0,0.7500605180343742,0.0,0.18445896877269427,0.0,0.019002662793512468,0.005267753849869839,1.0
hESC,mESC,hESC->mESC,strict,test,8262,2065.5,0.8281287823771484,0.0,0.658557250060518,0.0,0.16957153231663036,0.0,0.015371580731057856,0.009168920057716733,1.0
hESC,mESC,hESC->mESC,coverage_matched,train,8262,2065.5,0.9345194868070685,0.0,0.7500605180343742,0.0,0.18445896877269427,0.0,0.019002662793512468,0.005267753849869839,1.0
hESC,mESC,hESC->mESC,coverage_matched,test,8262,2065.5,0.8281287823771484,0.0,0.658557250060518,0.0,0.16957153231663036,0.0,0.015371580731057856,0.009168920057716733,1.0
hESC,mESC,hESC->mESC,topology_matched,train,8262,2065.5,0.9345194868070685,0.0,0.7500605180343742,0.0,0.18445896877269427,0.0,0.019002662793512468,0.005267753849869839,1.0
hESC,mESC,hESC->mESC,topology_matched,test,8262,2065.5,0.8281287823771484,0.0,0.658557250060518,0.0,0.16957153231663036,0.0,0.015371580731057856,0.009168920057716733,1.0
hESC,mHSC-E,hESC->mHSC-E,native,train,13976,1.000351617440225,0.9341728677733258,0.0,0.7471379507727532,0.0,0.1870349170005724,0.0,0.017744705208929592,0.006568360338248367,1.0
hESC,mHSC-E,hESC->mHSC-E,native,test,4762,1.000351617440225,2.7417051658966822,0.0,2.1927761444771106,0.0,0.5489290214195716,0.0,0.05186896262074758,0.021338606180351535,0.0503989920201596
hESC,mHSC-E,hESC->mHSC-E,strict,train,2845,1.000351617440225,1.2854130052724078,0.0,1.0256590509666081,0.0,0.2597539543057997,0.0,0.026362038664323375,0.007216647775074347,1.0
hESC,mHSC-E,hESC->mHSC-E,strict,test,2845,1.000351617440225,2.962390158172232,0.0,2.3753954305799647,0.0,0.5869947275922671,0.0,0.05799648506151142,0.02386830535262113,0.05588752196836556
hESC,mHSC-E,hESC->mHSC-E,coverage_matched,train,2845,1.000351617440225,1.2854130052724078,0.0,1.0256590509666081,0.0,0.2597539543057997,0.0,0.026362038664323375,0.007216647775074347,1.0
hESC,mHSC-E,hESC->mHSC-E,coverage_matched,test,2845,1.000351617440225,2.962390158172232,0.0,2.3753954305799647,0.0,0.5869947275922671,0.0,0.05799648506151142,0.02386830535262113,0.05588752196836556
hESC,mHSC-E,hESC->mHSC-E,topology_matched,train,2845,1.000351617440225,1.2854130052724078,0.0,1.0256590509666081,0.0,0.2597539543057997,0.0,0.026362038664323375,0.007216647775074347,1.0
hESC,mHSC-E,hESC->mHSC-E,topology_matched,test,2845,1.000351617440225,2.962390158172232,0.0,2.3753954305799647,0.0,0.5869947275922671,0.0,0.05799648506151142,0.02386830535262113,0.05588752196836556
